,location,latlon,adcode
1328,天宁区红梅建材新村,"119.963603,31.802161",320402
1329,钟楼区红梅斗巷公寓,"119.957386,31.792161",320404
1330,天宁区红梅聚景苑,"119.971367,31.793059",320402
1331,钟楼区红梅西新桥公寓,"119.954699,31.791092",320404
1332,天宁区红梅康云明居,"119.980564,31.779515",320402
1333,天宁区红梅故园里,"119.979804,31.792005",320402
1334,天宁区红梅惠峰花园,"119.994015,31.789233",320402
1335,天宁区红梅翠竹别墅居,"119.983655,31.798356",320402
1336,天宁区红梅福缘雅居,"119.974473,31.802028",320402
1337,天宁区红梅九龙雅苑北区,"119.992748,31.779600",320402
1338,天宁区红梅红梅东村二村,"119.989786,31.782604",320402
1339,天宁区红梅竹林北路28号,"119.986402,31.784373",320402
1340,天宁区红梅园心埒新寓,,
1341,天宁区红梅虹景花园二期,"119.996494,31.783921",320402
1342,天宁区红梅九洲环宇,"119.954089,31.758526",320402
1343,天宁区红梅省建宿舍,"119.985976,31.784776",320402
1344,天宁区红梅飞龙东路439-1号,"119.974413,31.793949",320402
1345,天宁区红梅铁道南村,"119.985976,31.784776",320402
1346,新北区璜土碧桂园百兴澜庭,"119.978178,31.848032",320411
1347,新北区璜土米兰阳光花苑,"119.978178,31.848032",320411
1348,新北区璜土龙城福第,"119.978178,31.848032",320411
1349,新北区璜土金美林花园,"119.978178,31.848032",320411
1350,新北区璜土文鑫苑,"119.978178,31.848032",320411
1351,新北区璜土富琛苑,"119.978178,31.848032",320411
1352,新北区恐龙园香树湾花园,"119.999806,31.827647",320411
1353,新北区恐龙园嘉宏·印山风华,"120.007818,31.810085",320411
1354,天宁区恐龙园长兴秀江南,"119.999439,31.792320",320402
1355,天宁区恐龙园长兴秀江南水岸名苑,,
1356,钟楼区南大街晋陵文锦,"119.955233,31.792539",320404
1357,钟楼区南大街怀德苑,"119.941124,31.774966",320404
1358,钟楼区南大街天禧星园,"119.952693,31.773774",320404
1359,天宁区南大街博爱公寓,"119.965212,31.784963",320402
1360,钟楼区南大街凯悦中心花园,"119.943075,31.776105",320404
1361,天宁区南大街南广场花园西,"119.970965,31.780461",320402
1362,钟楼区南大街清潭六村西区,"119.929684,31.771587",320404
1363,钟楼区南大街东方国际公寓,"119.956743,31.771607",320404
1364,钟楼区南大街金色新城东区,"119.949199,31.788239",320404
1365,钟楼区南大街鹏欣丽都,"119.950597,31.775126",320404
1366,天宁区南大街新丰街西楼,"119.968496,31.783077",320402
1367,钟楼区南大街香江华廷花园,"119.931560,31.775895",320404
1368,天宁区南大街斜桥巷,"119.964350,31.780611",320402
1369,天宁区南大街北直街小区,"119.959164,31.787660",320402
1370,钟楼区南大街河景花园,"119.945980,31.778284",320404
1371,天宁区南大街县学街87号,"119.963295,31.779506",320402
1372,天宁区南大街西园村,"119.506893,31.791912",320413
1373,钟楼区南大街中意寳第,"119.938451,31.776645",320404
1374,天宁区南大街电业宿舍,"119.999439,31.792320",320402
1375,钟楼区南大街运河天地,"119.947569,31.772362",320404
1376,钟楼区南大街嘉宏盛世,"119.955094,31.769218",320404
1377,钟楼区南大街广景山庄,"119.928753,31.773524",320404
1378,天宁区南大街迎春花园,"119.961162,31.778051",320402
1379,天宁区南大街勤俭村,"119.961337,31.784610",320402
1380,钟楼区南大街清潭六村东区,"119.931152,31.772504",320404
1381,钟楼区南大街云庭公寓,"119.954302,31.774640",320404
1382,钟楼区南大街金色新城西区,"119.945846,31.789588",320404
1383,钟楼区南大街东横街小区,"119.957044,31.784423",320404
1384,钟楼区南大街普济街小区,"119.943938,31.781074",320404
1385,天宁区南大街西园路,"119.961996,31.786036",320402
1386,天宁区南大街聚和家园,"119.963143,31.786314",320402
1387,钟楼区南大街西上园小区,"119.956357,31.789421",320404
1388,钟楼区南大街京城豪苑南区,"119.955988,31.781870",320404
1389,天宁区南大街娑罗家园,"119.960451,31.783312",320402
1390,钟楼区南大街铭巷家园,"119.951568,31.771438",320404
1391,钟楼区南大街文亨花园,"119.947783,31.777431",320404
1392,天宁区南大街博爱路小区,"119.964207,31.784904",320402
1393,钟楼区南大街星河名居,"119.948451,31.775289",320404
1394,钟楼区南大街经纬巷,"119.932895,31.773506",320404
1395,天宁区南大街中山路,"119.962724,31.782158",320402
1396,钟楼区南大街璞丽湾,"119.939054,31.785006",320404
1397,钟楼区南大街京城豪苑北区,"119.956833,31.783634",320404
1398,天宁区南大街世家华庭,"119.959359,31.775612",320402
1399,钟楼区南大街公园大厦,"119.953698,31.772553",320404
1400,钟楼区南大街荷花池公寓,"119.952367,31.783343",320404
1401,钟楼区南大街杨柳巷小区,"119.952577,31.777855",320404
1402,钟楼区南大街延陵西路83号,"119.956572,31.778440",320404
1403,天宁区南大街丽景花园,"119.967865,31.784850",320402
1404,天宁区南大街项家花苑,"119.959557,31.784617",320402
1405,钟楼区南大街名骏家园,"119.950737,31.778677",320404
1406,钟楼区南大街德馨花园,"119.946702,31.777183",320404
1407,钟楼区南大街会馆浜公寓,"119.939737,31.773130",320404
1408,钟楼区南大街高墩湾53号,"119.950462,31.773397",320404
1409,钟楼区南大街世纪明珠园,"119.949460,31.768496",320404
1410,钟楼区南大街九玺,"119.954008,31.769864",320404
1411,钟楼区南大街玉隆花园,"119.953667,31.782044",320404
1412,钟楼区南大街城中苑,"119.955767,31.771687",320404
1413,天宁区南大街牡丹公寓,"119.960771,31.782196",320402
1414,天宁区南大街青果南苑,"119.957426,31.770505",320402
1415,天宁区南大街春锦园,"119.962543,31.779646",320402
1416,天宁区南大街鹤苑新都,"119.963690,31.781792",320402
1417,钟楼区南大街茭蒲巷西区,"119.956335,31.774614",320404
1418,天宁区南大街金鼎公寓,"119.958786,31.779662",320402
1419,钟楼区南大街东头村,"119.954424,31.772000",320404
1420,天宁区南大街巨凝金水岸,"119.957583,31.769125",320402
1421,天宁区南大街三家村(天宁区),"119.966079,31.781273",320402
1422,钟楼区南大街天皇堂弄,"119.957300,31.786292",320404
1423,天宁区南大街城市花园(天宁),"119.961879,31.774183",320402
1424,天宁区南大街博爱路155号,"119.959616,31.784083",320402
1425,天宁区南大街马山埠,"119.958005,31.778772",320402
1426,钟楼区南大街银苑小区,"119.953805,31.789780",320404
1427,钟楼区南大街常宁公寓,"119.946587,31.775953",320404
1428,天宁区南大街金谷庄园,"119.961148,31.787342",320402
1429,天宁区南大街专家楼,"119.999439,31.792320",320402
1430,钟楼区南大街莱蒙小时代,"119.950413,31.780078",320404
1431,钟楼区南大街体育花苑,"119.941700,31.773131",320404
1432,天宁区南大街化龙巷120号,"119.957674,31.783810",320402
1433,钟楼区南大街吾悦国际广场,"119.955988,31.777375",320404
1434,钟楼区南大街天王堂新寓,"119.956241,31.788349",320404
1435,天宁区南大街荆溪福院,"119.960072,31.770847",320402
1436,天宁区南大街同安苑,"119.956590,31.768485",320402
1437,钟楼区南大街嘉业国贸广场,"119.953420,31.779049",320404
1438,钟楼区南大街民丰窑,"119.955988,31.777375",320404
1439,钟楼区南大街双子星座公寓,"119.953847,31.778106",320404
1440,天宁区南大街东苑,"119.999439,31.792320",320402
1441,天宁区南大街北太平桥,"119.965210,31.784342",320402
1442,钟楼区南大街玉带路,"119.952166,31.788665",320404
1443,天宁区南大街中山苑,"119.962401,31.782371",320402
1444,天宁区南大街升仙弄,"119.963549,31.770649",320402
1445,钟楼区南大街玉带公寓,"119.953405,31.788151",320404
1446,钟楼区南大街硝皮尖,"119.957925,31.789246",320404
1447,钟楼区南大街邮电宿舍,"119.945504,31.776568",320404
1448,钟楼区南大街会馆浜新村,"119.943158,31.774524",320404
1449,钟楼区南大街置信商务广场,"119.954371,31.784021",320404
1450,钟楼区南大街红星新村,"119.945615,31.787018",320404
1451,钟楼区南大街万博花苑,"119.939133,31.769043",320404
1452,天宁区南大街荆溪人家,"119.958537,31.770476",320402
1453,天宁区南大街天成苑,"119.962589,31.778908",320402
1454,天宁区南大街椿桂坊大楼,"119.964958,31.772081",320402
1455,钟楼区南大街邮电路小区,"119.951023,31.783518",320404
1456,钟楼区南大街吴家场公寓,"119.952539,31.771400",320404
1457,天宁区南大街王家村(天宁区),"119.970054,31.757267",320402
1458,钟楼区南大街小玉带桥,"119.957487,31.788134",320404
1459,钟楼区南大街广成路4号,"119.940863,31.766604",320404
1460,天宁区南大街丽宝第花苑,"119.953003,31.767054",320402
1461,天宁区南大街博爱花苑,"119.964273,31.784635",320402
1462,天宁区南大街北直街小区东区,"119.960281,31.787587",320402
1463,天宁区南大街中山门公寓,"119.965475,31.782032",320402
1464,钟楼区南大街觅渡雅居,"119.953411,31.781205",320404
1465,钟楼区南大街安阳花苑,"119.946751,31.783032",320404
1466,天宁区南大街兴隆巷,"119.959508,31.774738",320402
1467,钟楼区南大街邮电公寓,"119.945502,31.775792",320404
1468,天宁区南大街金桥花苑,"119.962705,31.783185",320402
1469,天宁区南大街武青北路5号,"119.969178,31.779815",320402
1470,钟楼区南大街八角井西滩一号,"119.955988,31.777375",320404
1471,钟楼区南大街米市河,"119.944152,31.782357",320404
1472,钟楼区南大街西横街,"119.953133,31.784585",320404
1473,钟楼区南大街嘉宏七棠,"119.931495,31.770009",320404
1474,天宁区南大街九洲玺,"119.971060,31.780146",320402
1475,天宁区南大街兴贤巷,"119.999439,31.792320",320402
1476,钟楼区南大街许家巷,"119.933295,31.770195",320404
1477,天宁区南大街西狮子巷,"119.966719,31.774357",320402
1478,钟楼区南大街清潭院街,"119.935947,31.769311",320404
1479,钟楼区南大街茭蒲巷东区,"119.957642,31.775370",320404
1480,钟楼区南大街新城怀德誉隽,"119.937671,31.777265",320404
1481,天宁区南大街多宝大厦,"119.962633,31.778329",320402
1482,天宁区南大街关河中路,"119.966191,31.786706",320402
1483,钟楼区南大街四合院,"119.939267,31.770856",320404
1484,天宁区南大街金谷公寓,"119.959187,31.788269",320402
1485,天宁区南大街椿桂坊公寓,"119.964749,31.771671",320402
1486,天宁区南大街赢通商务大厦,"119.960153,31.782585",320402
1487,钟楼区南大街广化里小区,"119.946486,31.771096",320404
1488,钟楼区南大街电子新村,"119.942075,31.771622",320404
1489,钟楼区南大街东下塘,"119.957202,31.771808",320404
1490,天宁区南大街金桥大厦,"119.962490,31.783936",320402
1491,钟楼区南大街康宁苑,"119.933922,31.768865",320404
1492,钟楼区南大街方正大厦,"119.934241,31.773672",320404
1493,钟楼区南大街普济公寓,"119.939610,31.780086",320404
1494,钟楼区南大街新奥佳园,"119.944440,31.771127",320404
1495,钟楼区南大街乐颐大厦,"119.953094,31.773016",320404
1496,钟楼区南大街延陵西路83-1号,"119.950255,31.780674",320404
1497,天宁区南大街和平里,"119.968206,31.783529",320402
1498,天宁区南大街铭筑高第,"119.966676,31.775557",320402
1499,钟楼区南大街青云坊大楼,"119.954695,31.778161",320404
1500,天宁区南大街大火弄小区,"119.959325,31.785389",320402
1501,钟楼区南大街吊桥路,"119.956540,31.770454",320404
1502,天宁区南大街兰陵公寓,"119.951017,31.766845",320402
1503,钟楼区南大街苹果街区公寓,"119.930293,31.773574",320404
1504,钟楼区南大街清潭路,"119.934059,31.768456",320404
1505,天宁区南大街赵家弄,"119.957655,31.771395",320402
1506,天宁区南大街麻巷68号,"119.964237,31.772566",320402
1507,钟楼区南大街电子新家园,"119.944305,31.772152",320404
1508,钟楼区南大街民丰路9弄,"119.950596,31.767946",320402
1509,钟楼区南大街碧霞一弄,"119.948929,31.776903",320404
1510,钟楼区南大街双桂坊57号,"119.956536,31.775847",320404
1511,钟楼区南大街早科坊大厦,"119.949022,31.779569",320404
1512,天宁区南大街春源大厦,"119.962536,31.780361",320402
1513,天宁区南大街博爱路53号,"119.965478,31.782832",320402
1514,钟楼区南大街中医宿舍楼,"119.957182,31.787117",320404
1515,钟楼区南大街健身路14号,"119.955071,31.785883",320404
1516,天宁区南大街劳动新村北,"119.952056,31.766434",320402
1517,钟楼区南大街嘉宏·江左风华,"119.946202,31.784020",320404
1518,天宁区南大街晋陵中路大火弄32号,"119.959550,31.785600",320402
1519,天宁区南大街关帝庙路,"119.999439,31.792320",320402
1520,钟楼区南大街高墩湾54号,"119.950210,31.773483",320404
1521,天宁区南大街博爱路151号,"119.958312,31.786535",320402
1522,钟楼区南大街聚丰公寓,"119.946671,31.774132",320404
1523,钟楼区南大街兰洋大厦,"119.955544,31.783773",320404
1524,钟楼区南大街中南大厦激光医院宿舍,"119.931956,31.768784",320404
1525,钟楼区南大街蓖箕巷,"119.947498,31.780135",320404
1526,天宁区南大街大园地,"119.959924,31.784584",320402
1527,天宁区南大街博爱路194号,"119.959804,31.784409",320402
1528,钟楼区南大街木梳路197号,"119.934398,31.774297",320404
1529,天宁区青龙龙湖香醍时光,"119.997735,31.805533",320402
1530,天宁区青龙央著瑞庭,"119.991334,31.796669",320402
1531,天宁区青龙景瑞天玺,"119.998235,31.800701",320402
1532,天宁区青龙香溢紫郡,"120.014733,31.769107",320402
1533,天宁区青龙金新御园,"120.012094,31.767086",320402
1534,天宁区青龙龙湖香醍漫步北区,"120.000661,31.804617",320402
1535,天宁区青龙阳光龙庭,"119.994302,31.803629",320402
1536,天宁区青龙景秀世家,"119.990656,31.801338",320402
1537,经开区青龙旭辉.都会上著,,
1538,天宁区青龙望府花苑,"119.994409,31.800339",320402
1539,天宁区青龙豪郡花园,"120.011037,31.772017",320402
1540,天宁区青龙万科新都会,"120.027523,31.795328",320402
1541,天宁区青龙水晶城,"120.008399,31.769597",320402
1542,天宁区青龙天宁吾悦广场,"120.011294,31.764160",320402
1543,天宁区青龙龙湖香醍漫步南区,"120.000845,31.801555",320402
1544,天宁区青龙月馨苑,"119.984691,31.768975",320402
1545,天宁区青龙琅越龙洲花苑,"120.002143,31.793937",320402
1546,天宁区青龙阳光城禹洲·宸悦,"120.017967,31.786799",320402
1547,天宁区青龙中海云樾里,"119.997532,31.769185",320402
1548,天宁区青龙海华花园,"119.994067,31.770234",320402
1549,天宁区青龙彩虹城,"119.987335,31.800407",320402
1550,天宁区青龙香溢俊园,"119.985402,31.770282",320402
1551,天宁区青龙御河湾,"120.015258,31.766440",320402
1552,天宁区青龙龙洲伊都,"120.010197,31.795464",320402
1553,经开区青龙蔚蓝天地,"120.027539,31.762101",320412
1554,经开区青龙紫韵香庭,"120.012962,31.761364",320412
1555,天宁区青龙永宁雅苑,"119.993262,31.798971",320402
1556,天宁区青龙兆丰花苑,"119.986472,31.765817",320402
1557,天宁区青龙东方尚院,"119.990427,31.771680",320402
1558,经开区青龙旭辉.都会里,,
1559,天宁区青龙政成公寓,"119.993001,31.761274",320402
1560,天宁区青龙五角场东村东区,"119.983896,31.767321",320402
1561,天宁区青龙美吉特黄金公寓,"120.022178,31.788900",320402
1562,天宁区青龙恒生科技园,"120.011865,31.807678",320402
1563,天宁区青龙东印宿舍,"119.992718,31.762677",320402
1564,天宁区青龙青龙苑7期,"120.018738,31.798790",320402
1565,经开区青龙名桂坊,"120.020592,31.763647",320412
1566,天宁区青龙青阳·壹号公寓,"119.970276,31.819648",320411
1567,天宁区青龙龙信臻园,"120.018495,31.789265",320402
1568,天宁区青龙美吉特商务大厦,"120.023001,31.791559",320402
1569,天宁区青龙青龙苑南区,"120.017136,31.791313",320402
1570,经开区青龙龙东花园,"120.016218,31.758957",320412
1571,天宁区青龙青竹苑B区,"119.996423,31.796650",320402
1572,天宁区青龙新丰苑,"119.996441,31.793706",320402
1573,天宁区青龙青龙苑北区,"120.018079,31.795229",320402
1574,天宁区青龙青竹苑C区,"119.998148,31.798752",320402
1575,天宁区青龙青竹苑东区,"120.001792,31.798856",320402
1576,经开区青龙嘉宏天际,"120.024333,31.758506",320412
